epoch,train_loss,val_loss,train_dice,val_dice,lr
63,0.5499,0.5688,0.6102,0.5682,3.227783e-05
64,0.5433,0.5757,0.6172,0.5491,3.084118e-05
65,0.5409,0.5711,0.6186,0.5585,2.942393e-05
66,0.5405,0.5801,0.6197,0.5393,2.802747e-05
67,0.5385,0.5670,0.6213,0.5612,2.665319e-05
68,0.5354,0.5718,0.6248,0.5481,2.530245e-05
69,0.5344,0.5663,0.6242,0.5578,2.397657e-05
70,0.5308,0.5670,0.6298,0.5561,2.267687e-05
71,0.5297,0.5813,0.6273,0.5337,2.140463e-05
72,0.5279,0.5687,0.6300,0.5517,2.016110e-05
73,0.5265,0.5708,0.6335,0.5453,1.894751e-05
74,0.5255,0.5734,0.6318,0.5434,1.776506e-05
75,0.5223,0.5657,0.6332,0.5568,1.661492e-05
76,0.5206,0.5694,0.6352,0.5465,1.549821e-05
77,0.5215,0.5678,0.6353,0.5478,1.441605e-05
78,0.5200,0.5692,0.6375,0.5450,1.336950e-05
79,0.5182,0.5714,0.6374,0.5434,1.235959e-05
80,0.5178,0.5717,0.6392,0.5430,1.138733e-05
81,0.5157,0.5707,0.6391,0.5422,1.045366e-05
82,0.5147,0.5659,0.6410,0.5495,9.559512e-06
83,0.5129,0.5694,0.6411,0.5429,8.705768e-06
84,0.5114,0.5674,0.6450,0.5463,7.893270e-06
85,0.5107,0.5625,0.6454,0.5552,7.122819e-06
86,0.5097,0.5645,0.6451,0.5523,6.395177e-06
87,0.5117,0.5684,0.6441,0.5462,5.711061e-06
88,0.5101,0.5669,0.6469,0.5477,5.071146e-06
89,0.5091,0.5670,0.6483,0.5476,4.476064e-06
90,0.5092,0.5635,0.6447,0.5526,3.926402e-06
91,0.5112,0.5634,0.6450,0.5518,3.422702e-06
92,0.5079,0.5683,0.6465,0.5444,2.965463e-06
93,0.5067,0.5663,0.6475,0.5462,2.555134e-06
94,0.5095,0.5636,0.6457,0.5521,2.192120e-06
95,0.5058,0.5644,0.6508,0.5500,1.876781e-06
96,0.5080,0.5658,0.6472,0.5475,1.609427e-06
97,0.5078,0.5644,0.6471,0.5492,1.390322e-06
98,0.5075,0.5654,0.6492,0.5477,1.219683e-06
99,0.5059,0.5646,0.6490,0.5492,1.097677e-06
100,0.5059,0.5661,0.6494,0.5465,1.024425e-06
