epoch,train_loss,val_loss,train_dice,val_dice,lr
46,0.4420,0.4786,0.6191,0.5718,5.824351e-05
47,0.4369,0.4867,0.6219,0.5576,5.670400e-05
48,0.4332,0.4737,0.6231,0.5720,5.515836e-05
49,0.4264,0.4854,0.6284,0.5577,5.360813e-05
50,0.4276,0.4710,0.6278,0.5748,5.205483e-05
51,0.4218,0.4723,0.6316,0.5690,5.050000e-05
52,0.4181,0.4659,0.6352,0.5735,4.894517e-05
53,0.4125,0.4564,0.6396,0.5826,4.739187e-05
54,0.4168,0.4587,0.6382,0.5780,4.584164e-05
55,0.4103,0.4622,0.6410,0.5737,4.429600e-05
56,0.4067,0.4643,0.6439,0.5710,4.275649e-05
57,0.4043,0.4569,0.6463,0.5764,4.122462e-05
58,0.4030,0.4584,0.6462,0.5762,3.970191e-05
59,0.4050,0.4511,0.6461,0.5833,3.818985e-05
60,0.3970,0.4605,0.6513,0.5722,3.668994e-05
61,0.3962,0.4547,0.6528,0.5771,3.520366e-05
62,0.3925,0.4522,0.6572,0.5794,3.373247e-05
63,0.3931,0.4478,0.6545,0.5826,3.227783e-05
64,0.3892,0.4381,0.6564,0.5919,3.084118e-05
65,0.3843,0.4488,0.6609,0.5797,2.942393e-05
66,0.3906,0.4381,0.6574,0.5913,2.802747e-05
67,0.3852,0.4418,0.6616,0.5873,2.665319e-05
68,0.3809,0.4342,0.6649,0.5945,2.530245e-05
69,0.3803,0.4408,0.6666,0.5853,2.397657e-05
70,0.3762,0.4424,0.6685,0.5854,2.267687e-05
71,0.3751,0.4420,0.6706,0.5852,2.140463e-05
72,0.3795,0.4519,0.6655,0.5747,2.016110e-05
73,0.3728,0.4388,0.6716,0.5894,1.894751e-05
74,0.3754,0.4399,0.6667,0.5860,1.776506e-05
75,0.3716,0.4453,0.6734,0.5810,1.661492e-05
76,0.3681,0.4435,0.6766,0.5821,1.549821e-05
77,0.3705,0.4404,0.6724,0.5858,1.441605e-05
78,0.3708,0.4401,0.6733,0.5853,1.336950e-05
79,0.3674,0.4443,0.6776,0.5811,1.235959e-05
80,0.3679,0.4388,0.6775,0.5858,1.138733e-05
81,0.3666,0.4455,0.6765,0.5797,1.045366e-05
82,0.3658,0.4434,0.6781,0.5817,9.559512e-06
83,0.3629,0.4375,0.6818,0.5878,8.705768e-06
84,0.3631,0.4440,0.6800,0.5816,7.893270e-06
85,0.3621,0.4426,0.6815,0.5822,7.122819e-06
86,0.3606,0.4396,0.6835,0.5857,6.395177e-06
87,0.3628,0.4402,0.6814,0.5845,5.711061e-06
88,0.3617,0.4378,0.6824,0.5870,5.071146e-06
89,0.3601,0.4393,0.6842,0.5853,4.476064e-06
90,0.3560,0.4399,0.6876,0.5847,3.926402e-06
91,0.3571,0.4405,0.6871,0.5840,3.422702e-06
92,0.3549,0.4425,0.6872,0.5818,2.965463e-06
93,0.3597,0.4389,0.6831,0.5855,2.555134e-06
94,0.3555,0.4390,0.6897,0.5853,2.192120e-06
95,0.3560,0.4393,0.6878,0.5852,1.876781e-06
96,0.3573,0.4384,0.6873,0.5860,1.609427e-06
97,0.3572,0.4381,0.6852,0.5864,1.390322e-06
98,0.3524,0.4387,0.6894,0.5857,1.219683e-06
99,0.3569,0.4390,0.6872,0.5854,1.097677e-06
100,0.3592,0.4384,0.6854,0.5862,1.024425e-06
