gen_ratio,best_val_dice,final_val_dice,best_epoch,final_epoch,lr,train_batch_size,val_batch_size,patch_size,roi_size,num_samples_per_vol,sw_batch_size,in_channels,out_channels,channels,strides,num_res_units,spacing,crop_margin,max_epochs,cache_rate,cache_workers,loader_workers,train_ratio,filter_empty,load_best,use_gen_axes_align,run_id,status,out_dir,real_root,gen_root,wandb_run_name,wandb_project,wandb_entity,wandb_mode,use_wandb,started_at,finished_at,duration_sec,seed,device,host,slurm_job_id,slurm_job_name,save_every,best_checkpoint,last_checkpoint,log_path,error_message,split_file
0.0,0.5932,0.5876,89,100,0.0001,2,1,128x128x128,128x128x128,8,8,1,1,16x32x64x128x256,2x2x2x2,2,1.0x1.0x1.0,10,100,1.0,12,12,0.8,true,false,true,20260415-031311-1281697,completed,outputs1/atlas1+uncond0,/scratch/peirong/kxu56/atlas,USB/assets/uncond_gen,seg-aug-1281697,atlas-seg1,,offline,true,2026-04-15T03:13:11.905069+00:00,2026-04-15T06:15:15.897017+00:00,10924.0,42,cuda:0,c005,1281697,seg,5,outputs1/atlas1+uncond0/unet3d_best_89.pt,outputs1/atlas1+uncond0/unet3d_last_100.pt,outputs1/atlas1+uncond0/training_log.csv,,output1/atlas_train_val.csv
